INCIDENT_NUMBER;OFFENSE_CODE_GROUP;OCCURRED_ON_DATE;UCR_PART;Lat;Long
I182009810;Vandalism;06/02/2018 15:13;Part Two;4.234.116.632;-7.107.537.694
I182009805;Medical Assistance;06/02/2018 15:08;Part Three;4.230.626.249;-7.107.633.157
I182009795;Investigate Person;06/02/2018 11:07;Part Three;4.230.796.665;-7.106.209.798
I182009783;Larceny;06/02/2018 14:03;Part One;4.234.797.240;-7.107.849.582
I182009776;Larceny;06/02/2018 13:15;Part One;4.236.132.480;-7.105.243.553
I182009771;Medical Assistance;06/02/2018 12:40;Part Three;4.234.334.672;-7.106.643.142
I182009761;Motor Vehicle Accident Response;06/02/2018 12:45;Part Three;4.228.534.744;-7.111.047.633
I182009756;Violations;06/02/2018 12:35;Part Two;4.225.582.051;-7.112.411.928
I182009752;Police Service Incidents;06/02/2018 13:11;Part Three;4.229.352.763;-7.109.037.783
I182009745;Missing Person Located;06/02/2018 13:00;Part Three;4.224.625.203;-7.112.479.983
I182009742;Auto Theft;05/02/2018 00:00;Part One;4.229.258.323;-7.104.776.198
I182009737;Motor Vehicle Accident Response;06/02/2018 11:30;Part Three;4.237.366.347;-7.106.473.601
I182009730;Verbal Disputes;06/02/2018 11:22;Part Three;4.231.735.472;-7.106.582.970
I182009723;Motor Vehicle Accident Response;06/02/2018 11:33;Part Three;4.225.767.476;-7.112.367.146
I182009713;Larceny;06/02/2018 10:54;Part One;4.234.862.382;-7.108.277.637
I182009707;Property Lost;02/02/2018 16:30;Part Three;4.235.754.620;-7.105.881.953
I182009699;Commercial Burglary;06/02/2018 09:50;Part One;4.235.207.238;-7.105.975.342
I182009693;Disorderly Conduct;06/02/2018 09:50;Part Two;4.233.606.304;-7.110.782.832
I182009686;Motor Vehicle Accident Response;06/02/2018 08:30;Part Three;4.235.791.113;-7.105.530.267
I182009676;Larceny;06/02/2018 09:06;Part One;4.234.626.167;-7.108.012.196
I182009671;Offenses Against Child / Family;06/02/2018 08:03;Part Two;4.227.855.984;-7.109.199.697
I182009663;Motor Vehicle Accident Response;06/02/2018 07:59;Part Three;4.227.043.477;-7.110.005.783
I182009656;Phone Call Complaints;05/02/2018 22:57;Part Two;4.233.553.188;-7.104.769.502
I182009650;Residential Burglary;06/02/2018 05:41;Part One;4.230.673.444;-7.107.712.722
I182009639;Drug Violation;06/02/2018 01:10;Part Two;4.231.590.032;-7.109.820.045
I182009635;Verbal Disputes;06/02/2018 00:08;Part Three;4.231.820.434;-7.106.657.287
I182009628;Verbal Disputes;05/02/2018 21:15;Part Three;4.233.041.036;-7.111.148.382
I182009619;Medical Assistance;05/02/2018 21:34;Part Three;4.232.743.066;-7.105.690.362
I182009614;Investigate Person;05/02/2018 21:21;Part Three;4.229.806.655;-7.107.967.703
I182009604;Larceny;05/02/2018 18:48;Part One;4.231.775.594;-7.106.673.388
I182009594;Motor Vehicle Accident Response;05/02/2018 21:22;Part Three;4.226.922.278;-7.109.384.023
I182009586;Vandalism;05/02/2018 20:46;Part Two;4.234.144.266;-7.107.180.949
I182009574;Other;05/02/2018 19:02;Part Two;4.228.319.809;-7.109.098.657
I182009567;Investigate Person;05/02/2018 11:00;Part Three;4.231.013.569;-7.107.029.310
I182009561;Medical Assistance;05/02/2018 18:35;Part Three;4.237.081.805;-7.103.929.078
I182009553;Vandalism;04/02/2018 21:00;Part Two;4.230.856.121;-7.106.292.491
I182009547;Medical Assistance;05/02/2018 13:47;Part Three;4.234.004.752;-7.115.544.872
I182009539;Motor Vehicle Accident Response;05/02/2018 17:08;Part Three;4.233.366.866;-7.110.333.486
I182009533;Harassment;05/02/2018 16:07;Part Two;4.228.737.505;-7.104.221.006
I182009528;Simple Assault;05/02/2018 15:10;Part Two;4.233.482.917;-7.104.705.015
I182009519;Firearm Violations;05/02/2018 15:50;Part Two;4.232.790.482;-7.105.305.583
I182009515;Larceny;05/02/2018 16:04;Part One;4.235.237.073;-7.107.227.173
I182009507;Medical Assistance;05/02/2018 14:24;Part Three;4.235.231.190;-7.106.370.510
I182009500;Property Lost;04/02/2018 20:00;Part Three;4.230.470.399;-7.105.908.258
I182009493;Police Service Incidents;05/02/2018 11:21;Part Three;4.231.043.400;-7.106.134.010
I182009481;Motor Vehicle Accident Response;05/02/2018 13:25;Part Three;4.230.985.025;-7.107.288.798
I182009475;Warrant Arrests;05/02/2018 14:22;Part Three;4.236.183.857;-7.105.976.489
I182009469;Larceny;05/02/2018 12:16;Part One;4.237.987.589;-7.103.171.809
I182009458;Larceny;05/02/2018 13:19;Part One;4.230.938.437;-7.108.262.277
I182009451;Larceny;05/02/2018 12:59;Part One;4.237.595.927;-7.105.966.056
I182009443;Offenses Against Child / Family;03/02/2018 16:00;Part Two;4.238.093.703;-7.103.608.574
I182009431;Other;05/02/2018 11:35;Part Two;4.228.990.371;-7.106.314.642
I182009426;Medical Assistance;05/02/2018 10:42;Part Three;4.232.424.069;-7.107.761.917
I182009419;Investigate Person;05/02/2018 11:11;Part Three;4.226.511.445;-7.111.805.743
I182009413;Medical Assistance;05/02/2018 10:19;Part Three;4.230.006.791;-7.108.430.796
I182009406;Missing Person Reported;05/02/2018 10:17;Part Three;4.230.878.855;-7.109.055.618
I182009403;Larceny From Motor Vehicle;05/02/2018 09:35;Part One;4.229.510.457;-7.105.333.627
I182009395;Towed;05/02/2018 07:46;Part Three;4.235.237.073;-7.107.227.173
I182009389;Residential Burglary;04/02/2018 02:42;Part One;4.229.202.539;-7.112.218.970
I182009380;Verbal Disputes;05/02/2018 06:54;Part Three;4.228.092.154;-7.108.766.264
I182009372;Investigate Person;05/02/2018 05:30;Part Three;4.225.621.592;-7.112.401.947
I182009366;Recovered Stolen Property;05/02/2018 02:39;Part Two;4.232.851.131;-7.107.962.259
I182009359;Medical Assistance;05/02/2018 01:06;Part Three;4.232.756.936;-7.110.181.691
I182009353;Warrant Arrests;05/02/2018 00:50;Part Three;4.234.061.670;-7.106.374.235
I182009350;Verbal Disputes;05/02/2018 00:26;Part Three;4.237.382.246;-7.103.842.544
I182009342;Medical Assistance;04/02/2018 23:28;Part Three;4.233.744.115;-7.108.057.671
I182009328;Vandalism;04/02/2018 22:40;Part Two;4.237.693.992;-7.105.524.264
I182009316;Larceny;04/02/2018 21:06;Part One;4.234.489.594;-7.109.659.186
I182009309;Investigate Property;04/02/2018 20:51;Part Three;4.231.755.171;-7.110.534.530
I182009301;Vandalism;04/02/2018 20:32;Part Two;4.233.601.452;-7.105.139.619
I182009292;Harassment;04/02/2018 19:40;Part Two;4.228.063.521;-7.111.889.610
I182009281;Liquor Violation;04/02/2018 18:32;Part Two;4.235.170.571;-7.111.989.956
I182009276;Motor Vehicle Accident Response;03/02/2018 00:00;Part Three;4.232.171.760;-7.109.846.743
I182009265;Larceny;04/02/2018 17:10;Part One;4.235.979.038;-7.107.078.234
I182009256;Disorderly Conduct;04/02/2018 16:26;Part Two;4.233.686.889;-7.104.379.437
I182009248;Motor Vehicle Accident Response;04/02/2018 15:47;Part Three;4.224.134.226;-7.114.213.265
I182009239;Towed;04/02/2018 13:58;Part Three;4.234.905.600;-7.115.049.850
I182009230;Investigate Person;04/02/2018 15:10;Part Three;4.234.980.175;-7.107.840.978
I182009224;Restraining Order Violations;04/02/2018 15:09;Part Two;4.228.539.022;-7.108.457.730
I182009217;Investigate Property;04/02/2018 13:09;Part Three;4.234.751.259;-7.113.689.285
I182009214;Verbal Disputes;04/02/2018 13:27;Part Three;4.232.610.077;-7.110.433.335
I182009207;Harassment;04/02/2018 09:30;Part Two;4.233.759.774;-7.105.089.010
I182009199;Motor Vehicle Accident Response;03/02/2018 12:00;Part Three;4.236.528.934;-7.105.762.284
I182009194;Verbal Disputes;04/02/2018 11:18;Part Three;4.225.661.385;-7.114.449.037
I182009189;Investigate Person;04/02/2018 10:39;Part Three;4.235.454.980;-7.112.746.278
I182009183;Simple Assault;04/02/2018 10:41;Part Two;4.233.401.829;-7.107.638.124
I182009178;Simple Assault;04/02/2018 10:19;Part Two;4.229.040.923;-7.107.693.574
I182009170;Medical Assistance;04/02/2018 09:28;Part Three;4.232.809.966;-7.106.321.676
I182009160;Vandalism;04/02/2018 05:05;Part Two;4.231.027.201;-7.109.249.374
I182009148;Medical Assistance;04/02/2018 03:21;Part Three;4.230.438.536;-7.107.994.459
I182009139;Medical Assistance;04/02/2018 03:00;Part Three;4.225.621.592;-7.112.401.947
I182009132;Aggravated Assault;04/02/2018 02:37;Part One;4.232.104.169;-7.107.215.291
I182009125;Fraud;04/02/2018 01:15;Part Two;4.235.103.105;-7.106.373.331
I182009120;Firearm Violations;04/02/2018 01:50;Part Two;4.226.802.400;-7.109.301.057
I182009114;Verbal Disputes;03/02/2018 23:31;Part Three;4.231.252.055;-7.106.434.966
I182009106;Medical Assistance;03/02/2018 23:24;Part Three;4.233.325.233;-7.105.028.425
I182009098;Verbal Disputes;03/02/2018 23:42;Part Three;4.229.083.470;-7.106.288.798
I182009091;Investigate Person;03/02/2018 21:57;Part Three;4.232.614.559;-7.105.349.144
I182009084;Simple Assault;03/02/2018 22:36;Part Two;4.229.202.737;-7.106.796.635
I182009080;Simple Assault;03/02/2018 22:49;Part Two;4.236.423.840;-7.106.165.515
I182009072;Investigate Person;03/02/2018 21:08;Part Three;4.235.142.278;-7.106.084.508
I182009065;Fraud;03/02/2018 06:30;Part Two;4.235.043.307;-7.105.661.862
I182009057;Vandalism;03/02/2018 19:45;Part Two;4.231.224.327;-7.107.549.901
I182009050;Towed;03/02/2018 18:15;Part Three;4.231.915.263;-7.107.189.822
I182009044;Motor Vehicle Accident Response;03/02/2018 18:11;Part Three;4.236.489.527;-7.106.050.249
I182009036;Robbery;03/02/2018 17:17;Part One;4.230.878.855;-7.109.055.618
I182009031;Vandalism;03/02/2018 13:00;Part Two;4.233.123.776;-7.109.140.736
I182009025;Property Found;03/02/2018 15:43;Part Three;4.237.627.664;-7.105.383.757
I182009017;Larceny From Motor Vehicle;03/02/2018 16:20;Part One;4.226.735.874;-7.110.283.107
I182009009;Motor Vehicle Accident Response;03/02/2018 06:50;Part Three;4.228.482.577;-7.109.137.369
I182009000;Verbal Disputes;03/02/2018 14:28;Part Three;4.232.451.689;-7.108.377.030
I182008994;Motor Vehicle Accident Response;02/02/2018 16:42;Part Three;4.229.760.605;-7.105.676.442
I182008989;Larceny;03/02/2018 11:50;Part One;4.229.283.347;-7.109.429.600
I182008982;Homicide;03/02/2018 13:49;Part One;4.231.250.816;-7.106.546.757
I182008976;Verbal Disputes;03/02/2018 12:43;Part Three;4.233.129.745;-7.104.864.886
I182008970;Property Lost;03/02/2018 13:11;Part Three;4.230.573.977;-7.106.762.362
I182008961;Larceny;01/02/2018 20:00;Part One;4.234.862.382;-7.108.277.637
I182008954;Investigate Person;03/02/2018 10:30;Part Three;4.225.621.592;-7.112.401.947
I182008948;Towed;03/02/2018 10:28;Part Three;4.234.394.269;-7.106.404.858
I182008937;Motor Vehicle Accident Response;03/02/2018 11:06;Part Three;4.229.848.866;-7.106.313.294
I182008930;Medical Assistance;03/02/2018 09:24;Part Three;4.233.210.843;-7.107.014.395
I182008924;Investigate Property;03/02/2018 09:09;Part Three;4.234.225.888;-7.107.749.696
I182008917;Investigate Person;03/02/2018 07:32;Part Three;4.234.020.387;-7.107.645.111
I182008908;Simple Assault;03/02/2018 03:51;Part Two;4.236.490.476;-7.105.671.873
I182008902;Residential Burglary;03/02/2018 03:41;Part One;4.235.275.712;-7.108.240.215
I182008895;Motor Vehicle Accident Response;03/02/2018 03:05;Part Three;4.234.017.526;-7.106.860.354
I182008887;Violations;03/02/2018 02:53;Part Two;4.233.043.599;-7.107.400.123
I182008880;Medical Assistance;03/02/2018 01:31;Part Three;4.236.884.343;-7.103.967.544
I182008872;Larceny;03/02/2018 00:15;Part One;4.236.020.464;-7.105.620.816
I182008864;Other;02/02/2018 23:06;Part Two;4.232.952.036;-7.108.530.641
I182008859;Drug Violation;02/02/2018 21:34;Part Two;4.235.320.826;-7.104.647.140
I182008854;Violations;02/02/2018 22:26;Part Two;4.238.391.569;-7.102.266.216
I182008850;Medical Assistance;02/02/2018 22:17;Part Three;4.225.621.592;-7.112.401.947
I182008843;Verbal Disputes;02/02/2018 19:22;Part Three;4.227.723.796;-7.110.626.680
I182008836;License Violation;02/02/2018 21:17;Part Three;4.235.170.571;-7.111.989.956
I182008828;Simple Assault;02/02/2018 18:09;Part Two;4.235.302.384;-7.115.475.040
I182008819;Verbal Disputes;02/02/2018 19:07;Part Three;4.230.845.311;-7.108.718.664
I182008808;Investigate Property;02/02/2018 16:25;Part Three;4.228.710.718;-7.108.987.195
I182008803;Investigate Property;02/02/2018 18:06;Part Three;4.229.488.322;-7.111.501.506
I182008797;Motor Vehicle Accident Response;02/02/2018 17:35;Part Three;4.234.890.289;-7.115.890.934
I182008790;Property Lost;02/02/2018 16:00;Part Three;4.230.938.437;-7.108.262.277
I182008784;Restraining Order Violations;01/02/2018 21:05;Part Two;4.234.147.510;-7.108.495.034
I182008777;Verbal Disputes;02/02/2018 16:03;Part Three;4.238.492.212;-7.101.746.350
I182008769;Property Lost;29/01/2018 10:00;Part Three;4.228.331.676;-7.108.906.431
I182008757;Medical Assistance;02/02/2018 14:57;Part Three;4.233.123.776;-7.109.140.736
I182008751;Investigate Person;02/02/2018 14:56;Part Three;4.233.606.304;-7.110.782.832
I182008743;Motor Vehicle Accident Response;02/02/2018 14:10;Part Three;4.235.176.179;-7.107.452.168
I182008732;Verbal Disputes;02/02/2018 13:23;Part Three;4.232.924.494;-7.108.200.715
I182008725;Motor Vehicle Accident Response;02/02/2018 13:36;Part Three;4.237.912.370;-7.102.808.210
I182008718;Larceny From Motor Vehicle;29/01/2018 13:00;Part One;4.234.416.701;-7.110.359.107
I182008711;Disorderly Conduct;01/02/2018 14:05;Part Two;4.228.716.674;-7.107.633.479
I182008704;Fraud;02/02/2018 12:33;Part Two;4.233.201.285;-7.109.598.982
I182008698;Other;02/02/2018 12:22;Part Two;4.232.925.905;-7.108.482.402
I182008687;Firearm Violations;02/02/2018 12:03;Part Two;4.232.311.753;-7.110.666.220
I182008683;Towed;02/02/2018 10:43;Part Three;4.231.359.091;-7.105.432.387
I182008675;Motor Vehicle Accident Response;02/02/2018 11:27;Part Three;4.233.414.659;-7.109.470.188
I182008669;Warrant Arrests;02/02/2018 02:30;Part Three;4.230.203.902;-7.106.009.072
I182008662;Missing Person Located;31/01/2018 17:00;Part Three;4.230.952.557;-7.110.953.312
I182008657;Other;02/02/2018 10:32;Part Two;4.236.183.857;-7.105.976.489
I182008654;Violations;02/02/2018 10:18;Part Two;4.234.496.729;-7.106.382.224
I182008649;Other;02/02/2018 07:46;Part Two;4.236.990.005;-7.104.003.478
I182008643;Motor Vehicle Accident Response;02/02/2018 09:09;Part Three;4.229.321.805;-7.107.886.455
I182008636;Simple Assault;02/02/2018 08:45;Part Two;4.234.453.911;-7.107.358.770
I182008631;Property Lost;31/01/2018 13:00;Part Three;4.233.123.776;-7.109.140.736
I182008624;Investigate Person;02/02/2018 05:51;Part Three;4.231.022.576;-7.106.905.888
I182008617;Missing Person Located;02/02/2018 01:48;Part Three;4.232.795.652;-7.110.526.297
I182008609;Drug Violation;02/02/2018 01:43;Part Two;4.229.352.763;-7.109.037.783
I182008598;Larceny;01/02/2018 21:21;Part One;4.231.288.478;-7.106.698.234
I182008592;Larceny;01/02/2018 23:24;Part One;4.234.430.114;-7.108.761.830
I182008583;Motor Vehicle Accident Response;01/02/2018 22:33;Part Three;4.235.311.458;-7.104.842.121
I182008576;Missing Person Located;01/02/2018 20:47;Part Three;4.228.029.155;-7.107.220.576
I182008571;Investigate Property;01/02/2018 21:16;Part Three;4.227.986.353;-7.113.184.736
I182008565;Motor Vehicle Accident Response;01/02/2018 20:12;Part Three;4.229.847.580;-7.107.303.154
I182008557;Residential Burglary;01/02/2018 21:03;Part One;4.235.361.371;-7.112.967.302
I182008552;Simple Assault;01/02/2018 20:47;Part Two;4.237.863.620;-7.103.960.864
I182008547;Other Burglary;31/01/2018 22:30;Part One;4.233.606.304;-7.110.782.832
I182008544;Drug Violation;01/02/2018 20:30;Part Two;4.228.482.577;-7.109.137.369
I182008536;Property Lost;01/02/2018 20:00;Part Three;4.233.139.659;-7.108.232.496
I182008531;Larceny;01/02/2018 19:14;Part One;4.233.401.829;-7.107.638.124
I182008526;Property Lost;22/01/2018 20:00;Part Three;4.234.155.222;-7.108.632.280
I182008520;Other;01/02/2018 18:46;Part Two;4.229.278.843;-7.108.851.888
I182008515;Missing Person Reported;01/02/2018 17:44;Part Three;4.231.215.757;-7.107.056.813
I182008509;Larceny From Motor Vehicle;31/01/2018 19:00;Part One;4.235.872.616;-7.112.982.818
I182008501;Property Found;01/02/2018 17:34;Part Three;4.233.954.199;-7.106.940.877
I182008490;Confidence Games;23/01/2018 00:00;Part Two;4.235.883.898;-7.106.608.613
I182008482;Counterfeiting;01/02/2018 16:38;Part Two;4.231.684.532;-7.106.556.419
I182008472;Motor Vehicle Accident Response;30/01/2018 19:00;Part Three;4.229.808.992;-7.107.178.667
I182008465;Motor Vehicle Accident Response;01/02/2018 14:14;Part Three;4.230.649.283;-7.108.180.677
I182008455;Property Lost;31/01/2018 16:00;Part Three;4.232.614.559;-7.105.349.144
I182008449;Residential Burglary;01/02/2018 13:56;Part One;4.228.411.373;-7.107.938.717
I182008441;Motor Vehicle Accident Response;30/01/2018 13:43;Part Three;4.227.360.053;-7.111.897.042
I182008433;Motor Vehicle Accident Response;31/01/2018 18:00;Part Three;4.234.775.725;-7.113.856.303
I182008422;Motor Vehicle Accident Response;01/02/2018 11:40;Part Three;4.235.403.513;-7.113.630.807
I182008411;Medical Assistance;01/02/2018 10:29;Part Three;4.228.962.239;-7.107.141.943
I182008404;Warrant Arrests;01/02/2018 09:56;Part Three;4.236.179.428;-7.105.711.270
I182008396;Vandalism;28/01/2018 20:30;Part Two;4.228.832.861;-7.105.938.355
I182008390;Prisoner Related Incidents;01/02/2018 09:40;Part Two;4.230.489.980;-7.107.992.223
I182008383;Medical Assistance;01/02/2018 09:18;Part Three;4.234.135.576;-7.105.190.882
I182008375;Investigate Person;01/02/2018 08:49;Part Three;4.232.435.506;-7.107.440.305
I182008368;Firearm Violations;31/01/2018 10:10;Part Two;4.238.048.207;-7.106.087.725
I182008362;Other;11/01/2018 08:24;Part Two;4.225.187.570;-7.111.498.371
I182008357;Verbal Disputes;01/02/2018 07:24;Part Three;4.231.141.864;-7.107.964.760
I182008353;Other;31/01/2018 21:00;Part Two;4.230.512.773;-7.107.370.747
I182008346;Missing Person Located;31/01/2018 07:30;Part Three;4.227.986.526;-7.108.798.275
I182008340;Towed;01/02/2018 02:43;Part Three;4.230.249.727;-7.105.831.705
I182008335;Police Service Incidents;01/02/2018 00:40;Part Three;4.235.876.176;-7.107.201.613
I182008324;Verbal Disputes;31/01/2018 22:16;Part Three;4.229.910.777;-7.106.829.572
I182008315;Verbal Disputes;31/01/2018 21:44;Part Three;4.226.448.463;-7.110.697.097
I182008308;Simple Assault;31/01/2018 20:35;Part Two;4.233.593.698;-7.108.008.791
I182008301;Property Related Damage;27/01/2018 00:00;Part Three;4.235.749.493;-7.113.708.902
I182008292;Vandalism;31/01/2018 19:27;Part Two;4.235.034.269;-7.113.038.207
I182008285;Investigate Person;31/01/2018 18:40;Part Three;4.229.453.954;-7.108.669.890
I182008278;Drug Violation;31/01/2018 07:30;Part Two;4.237.081.805;-7.103.929.078
I182008270;Investigate Property;31/01/2018 17:41;Part Three;4.231.224.327;-7.107.549.901
I182008263;Motor Vehicle Accident Response;31/01/2018 06:45;Part Three;4.234.860.099;-7.105.118.553
I182008258;Motor Vehicle Accident Response;31/01/2018 09:00;Part Three;4.229.848.866;-7.106.313.294
I182008251;Investigate Person;31/01/2018 16:15;Part Three;4.231.869.426;-7.111.116.591
I182008235;Violations;31/01/2018 14:15;Part Two;4.235.157.076;-7.107.186.599
I182008224;Medical Assistance;31/01/2018 13:28;Part Three;4.234.821.076;-7.110.696.156
I182008214;Larceny;29/01/2018 07:13;Part One;4.235.680.075;-7.105.893.025
I182008207;Confidence Games;31/01/2018 14:50;Part Two;4.228.419.895;-7.105.440.749
I182008199;Larceny;31/01/2018 12:51;Part One;4.235.602.373;-7.106.177.615
I182008194;Motor Vehicle Accident Response;31/01/2018 14:01;Part Three;4.236.894.989;-7.103.618.608
I182008185;Medical Assistance;31/01/2018 12:47;Part Three;4.236.580.175;-7.106.538.257
I182008177;Verbal Disputes;31/01/2018 13:05;Part Three;4.230.518.113;-7.107.880.288
I182008169;Verbal Disputes;31/01/2018 12:41;Part Three;4.233.562.126;-7.107.582.361
I182008164;Missing Person Located;31/01/2018 06:00;Part Three;4.230.956.305;-7.108.990.197
I182008159;Residential Burglary;30/01/2018 21:52;Part One;4.228.981.486;-7.111.767.828
I182008153;Motor Vehicle Accident Response;31/01/2018 11:56;Part Three;4.232.130.010;-7.108.567.786
I182008148;Verbal Disputes;31/01/2018 10:59;Part Three;4.232.444.040;-7.109.163.499
I182008142;Motor Vehicle Accident Response;30/01/2018 10:00;Part Three;4.228.248.068;-7.106.981.187
I182008133;Simple Assault;31/01/2018 11:14;Part Two;4.235.752.408;-7.113.077.384
I182008125;License Plate Related Incidents;24/01/2018 09:00;Part Three;4.229.528.529;-7.107.740.522
I182008116;Violations;31/01/2018 09:15;Part Two;4.229.443.480;-7.106.764.205
I182008109;Larceny From Motor Vehicle;30/01/2018 17:30;Part One;4.230.486.055;-7.108.154.307
I182008102;Motor Vehicle Accident Response;31/01/2018 08:20;Part Three;4.226.864.230;-7.109.565.500
I182008094;Fire Related Reports;31/01/2018 06:07;Part Three;4.229.548.607;-7.105.227.549
I182008084;Investigate Person;31/01/2018 03:18;Part Three;4.229.091.867;-7.108.767.813
I182008078;Investigate Property;31/01/2018 02:01;Part Three;4.230.006.791;-7.108.430.796
I182008070;Motor Vehicle Accident Response;30/01/2018 23:43;Part Three;4.228.265.604;-7.107.374.541
I182008063;Investigate Person;30/01/2018 22:28;Part Three;4.228.477.931;-7.106.223.825
I182008053;Warrant Arrests;30/01/2018 21:21;Part Three;4.231.254.970;-7.108.757.081
I182008048;Drug Violation;30/01/2018 21:33;Part Two;4.230.971.857;-7.110.429.432
I182008042;Medical Assistance;30/01/2018 20:36;Part Three;4.236.643.546;-7.106.135.413
I182008033;Drug Violation;30/01/2018 16:00;Part Two;4.236.183.857;-7.105.976.489
I182008026;Recovered Stolen Property;30/01/2018 19:46;Part Two;4.237.840.439;-7.105.683.240
I182008020;Drug Violation;30/01/2018 19:46;Part Two;4.236.943.145;-7.103.917.179
I182008012;Drug Violation;30/01/2018 18:37;Part Two;4.233.024.908;-7.108.189.495
I182008004;Verbal Disputes;30/01/2018 18:35;Part Three;4.232.909.192;-7.107.533.503
I182007999;Larceny;30/01/2018 17:51;Part One;4.234.862.382;-7.108.277.637
I182007992;Other;30/01/2018 17:58;Part Two;4.231.431.670;-7.110.309.424
I182007987;Drug Violation;30/01/2018 17:30;Part Two;4.234.905.600;-7.115.049.850
I182007981;Larceny From Motor Vehicle;30/01/2018 16:03;Part One;4.227.532.004;-7.107.539.004
I182007974;Motor Vehicle Accident Response;30/01/2018 16:32;Part Three;4.227.997.063;-7.109.553.354
I182007965;Missing Person Located;30/01/2018 15:05;Part Three;4.228.863.812;-7.106.631.579
I182007958;Investigate Property;30/01/2018 16:14;Part Three;4.236.643.546;-7.106.135.413
I182007951;Medical Assistance;30/01/2018 09:00;Part Three;4.232.866.284;-7.108.563.401
I182007947;Police Service Incidents;30/01/2018 14:32;Part Three;4.228.688.930;-7.109.222.991
I182007942;Investigate Person;30/01/2018 14:23;Part Three;4.226.615.832;-7.112.944.160
I182007934;Investigate Person;21/01/2018 23:00;Part Three;4.232.469.443;-7.110.087.902
I182007924;Motor Vehicle Accident Response;30/01/2018 13:32;Part Three;4.229.574.315;-7.107.114.039
I182007921;Restraining Order Violations;30/01/2018 12:36;Part Two;4.228.555.413;-7.108.245.623
I182007914;Towed;30/01/2018 13:15;Part Three;4.229.011.783;-7.112.187.904
I182007904;Larceny;23/01/2018 15:00;Part One;4.235.193.461;-7.106.048.592
I182007896;Verbal Disputes;30/01/2018 12:45;Part Three;4.230.866.634;-7.106.198.089
I182007889;Medical Assistance;30/01/2018 12:28;Part Three;4.238.069.279;-7.102.954.916
I182007880;Medical Assistance;30/01/2018 10:57;Part Three;4.237.968.456;-7.103.428.645
I182007870;Larceny;29/01/2018 09:00;Part One;4.233.123.776;-7.109.140.736
I182007862;Other;20/01/2018 13:00;Part Two;4.230.752.440;-7.108.720.471
I182007857;Towed;30/01/2018 09:32;Part Three;4.231.028.190;-7.110.373.449
I182007851;Simple Assault;30/01/2018 10:25;Part Two;4.237.787.573;-7.103.995.208
I182007847;Towed;30/01/2018 07:35;Part Three;4.235.908.084;-7.106.504.999
I182007842;Motor Vehicle Accident Response;30/01/2018 09:16;Part Three;4.233.262.014;-7.107.201.819
I182007837;Motor Vehicle Accident Response;30/01/2018 00:00;Part Three;4.227.451.263;-7.108.004.896
I182007830;Investigate Person;30/01/2018 07:10;Part Three;4.235.057.401;-7.115.798.885
I182007824;Medical Assistance;30/01/2018 05:43;Part Three;4.233.648.288;-7.103.663.037
I182007815;Investigate Property;30/01/2018 05:16;Part Three;4.232.643.963;-7.107.577.308
I182007811;Simple Assault;30/01/2018 02:17;Part Two;4.234.749.899;-7.107.925.506
I182007808;Warrant Arrests;30/01/2018 02:02;Part Three;4.237.977.166;-7.102.730.041
I182007799;Medical Assistance;30/01/2018 00:17;Part Three;4.230.870.132;-7.107.932.755
I182007792;Other;29/01/2018 23:13;Part Two;4.229.453.954;-7.108.669.890
I182007784;Drug Violation;29/01/2018 22:25;Part Two;4.231.043.400;-7.106.134.010
I182007775;Larceny;29/01/2018 20:56;Part One;4.235.953.146;-7.106.801.830
I182007768;Restraining Order Violations;29/01/2018 21:08;Part Two;4.231.224.327;-7.107.549.901
I182007761;Investigate Person;29/01/2018 20:44;Part Three;4.234.413.022;-7.106.650.337
I182007754;Harbor Related Incidents;29/01/2018 20:43;Part Three;4.237.525.782;-7.102.466.343
I182007747;Simple Assault;29/01/2018 16:36;Part Two;4.239.088.974;-7.100.810.501
I182007742;Warrant Arrests;28/01/2018 00:00;Part Three;4.231.370.136;-7.109.551.192
I182007732;Medical Assistance;29/01/2018 19:12;Part Three;4.234.585.625;-7.108.099.529
I182007726;Medical Assistance;29/01/2018 18:49;Part Three;4.229.507.166;-7.104.749.709
I182007718;Evading Fare;29/01/2018 18:43;Part Two;4.232.978.737;-7.108.324.801
I182007711;Larceny;29/01/2018 17:46;Part One;4.231.236.298;-7.106.890.381
I182007705;Medical Assistance;29/01/2018 17:17;Part Three;4.237.756.074;-7.103.688.126
I182007699;Investigate Person;29/01/2018 17:31;Part Three;4.227.894.732;-7.106.911.386
I182007693;Violations;29/01/2018 17:00;Part Two;4.233.631.130;-7.108.013.104
I182007687;Investigate Property;29/01/2018 15:10;Part Three;4.228.419.598;-7.112.476.798
I182007684;Drug Violation;29/01/2018 17:04;Part Two;4.233.182.961;-7.107.347.274
I182007677;Aggravated Assault;29/01/2018 17:03;Part One;4.230.626.249;-7.107.633.157
I182007671;Vandalism;29/01/2018 16:02;Part Two;4.228.547.182;-7.108.041.280
I182007665;Investigate Person;29/01/2018 09:40;Part Three;4.235.907.171;-7.105.973.044
I182007658;Drug Violation;29/01/2018 15:08;Part Two;4.229.946.190;-7.108.360.148
I182007651;Confidence Games;29/01/2018 14:23;Part Two;4.229.360.585;-7.107.188.650
I182007644;Motor Vehicle Accident Response;29/01/2018 14:30;Part Three;4.232.123.980;-7.109.390.331
